ui,name,mesh_number
D051784,aryl hydrocarbon receptor nuclear translocator,"D12.776.157.530.750.100, D12.776.260.103.625.500, D12.776.543.585.750.100, D12.776.930.125.625.500"
D051785,smad proteins,"D12.644.360.024.334, D12.776.157.057.170, D12.776.260.713, D12.776.476.024.428, D12.776.930.806"
D051786,cyclic amp response element modulator,"D12.776.260.108.217, D12.776.930.127.217"
D051787,myogenic regulatory factor 5,"D12.776.210.500.570.595, D12.776.260.103.750.595, D12.776.930.125.750.595"
D051788,myeloid-lymphoid leukemia protein,"D12.776.260.560, D12.776.624.664.700.148, D12.776.930.483"
D051789,proto-oncogene protein c-fli-1,"D12.776.260.665.400, D12.776.624.664.700.175.400, D12.776.930.720.400"
D051790,g-box binding factors,"D12.776.260.254, D12.776.765.365, D12.776.930.313"
D051792,basic helix-loop-helix transcription factors,"D12.776.260.103, D12.776.930.125"
D051793,hypoxia-inducible factor 1,"D12.776.260.103.625, D12.776.930.125.625"
D051794,von hippel-lindau tumor suppressor protein,"D08.811.464.938.750.875, D12.776.624.776.865"
D051795,"hypoxia-inducible factor 1, alpha subunit","D12.776.260.103.625.750, D12.776.930.125.625.750"
D051796,inhibitor of differentiation proteins,D12.776.930.329
D051797,inhibitor of differentiation protein 2,D12.776.930.329.500
D051798,inhibitor of differentiation protein 1,D12.776.930.329.249
D051799,delayed graft function,C23.550.277
D051816,tristetraprolin,"D12.776.260.790, D12.776.460.762, D12.776.930.960"
D051817,butyrate response factor 1,"D12.776.157.725.030, D12.776.260.114, D12.776.460.287, D12.776.664.962.061"
D051818,replication protein c,"D08.811.277.040.013.500.438, D08.811.277.040.025.024.438, D12.776.157.025.750.438, D12.776.260.702"
D051819,immunoglobulin j recombination signal sequence-binding protein,"D12.776.260.457, D12.776.660.486, D12.776.930.327"
D051820,tcf transcription factors,"D12.776.260.730, D12.776.660.235.400.800, D12.776.664.235.400.800, D12.776.930.875"
D051821,lymphoid enhancer-binding factor 1,"D12.776.260.730.500, D12.776.660.235.400.800.500, D12.776.664.235.400.800.500, D12.776.930.875.500"
D051822,t cell transcription factor 1,"D12.776.260.730.750, D12.776.660.235.400.800.750, D12.776.664.235.400.800.750, D12.776.930.875.750"
D051836,coup transcription factors,"D12.776.260.643.039, D12.776.826.209.039, D12.776.930.160"
D051837,coup transcription factor ii,"D12.776.260.643.039.500, D12.776.260.703.200, D12.776.826.209.039.500, D12.776.930.780.750"
D051838,coup transcription factor i,"D12.776.260.643.039.249, D12.776.826.209.039.249"
D051839,nfi transcription factors,"D12.776.260.605, D12.776.930.612"
D051840,y-box-binding protein 1,"D12.776.260.108.124.937, D12.776.660.167.937, D12.776.930.127.124.937"
D051841,transcription factor relb,"D12.776.260.600.500, D12.776.660.600.500, D12.776.930.600.500"
D051842,olfactory marker protein,"D12.644.360.543, D12.776.476.543, D12.776.631.653"
D051843,synucleins,D12.776.631.860
D051844,alpha-synuclein,"D12.776.631.860.500, D12.776.637.500"
D051845,gamma-synuclein,D12.776.631.860.750
D051846,beta-synuclein,D12.776.631.860.625
D051847,lithostathine,D12.776.503.280.578.500
D051856,fanconi anemia complementation group proteins,D12.776.313
D051857,otx transcription factors,"D12.776.260.400.718, D12.776.930.650"
D051858,forkhead transcription factors,"D12.776.260.950.249, D12.776.930.977.249"
D051859,neuroendocrine secretory protein 7b2,"D12.776.580.845, D12.776.631.615"
D051860,fragile x mental retardation protein,"D12.776.157.725.061, D12.776.631.299, D12.776.664.962.124"
D051861,kangai-1 protein,"D12.776.395.550.016, D12.776.543.550.182, D12.776.543.900.182, D12.776.624.776.523"
D051863,host cell factor c1,"D12.776.660.478, D12.776.930.325"
D051876,sex-determining region y protein,"D12.776.260.719.049, D12.776.660.235.400.750.049, D12.776.664.235.400.750.049, D12.776.930.823.049"
D051877,rna polymerase sigma 54,"D08.811.913.696.445.735.270.887, D12.776.097.698"
D051879,twist-related protein 1,"D12.776.260.103.906.250, D12.776.930.125.906.250"
D051880,"receptors, notch","D12.776.543.750.725, D12.776.930.770"
D051881,"receptor, notch1","D12.776.543.750.725.500, D12.776.930.770.500"
D051883,"receptor, notch2","D12.776.543.750.725.750, D12.776.930.770.750"
D051896,"smad proteins, receptor-regulated","D12.644.360.024.334.500, D12.776.157.057.170.500, D12.776.260.713.500, D12.776.476.024.428.500, D12.776.744.741, D12.776.930.806.500"
D051897,"smad proteins, inhibitory","D12.644.360.024.334.200, D12.776.157.057.170.249, D12.776.476.024.428.249"
D051898,smad1 protein,"D12.644.360.024.334.500.100, D12.776.157.057.170.500.100, D12.776.260.713.500.100, D12.776.476.024.428.500.100, D12.776.744.741.500, D12.776.930.806.500.100"
D051899,smad2 protein,"D12.644.360.024.334.500.200, D12.776.157.057.170.500.200, D12.776.476.024.428.500.200, D12.776.744.741.750, D12.776.930.806.500.200"
D051900,smad3 protein,"D12.644.360.024.334.500.300, D12.776.157.057.170.500.300, D12.776.260.713.500.300, D12.776.476.024.428.500.300, D12.776.744.741.875, D12.776.930.806.500.300"
D051901,smad4 protein,"D12.644.360.024.334.750, D12.776.157.057.170.750, D12.776.260.713.750, D12.776.476.024.428.750, D12.776.624.776.760, D12.776.930.806.750"
D051902,smad5 protein,"D12.644.360.024.334.500.500, D12.776.157.057.170.500.500, D12.776.260.713.500.500, D12.776.476.024.428.500.500, D12.776.744.741.937, D12.776.930.806.500.500"
D051903,nuclear factor 45 protein,"D12.776.157.725.444.500, D12.776.930.616.500"
D051904,smad8 protein,"D12.644.360.024.334.500.800, D12.776.157.057.170.500.800, D12.776.260.713.500.800, D12.776.476.024.428.500.800, D12.776.744.741.968, D12.776.930.806.500.800"
D051905,smad6 protein,"D12.644.360.024.334.200.600, D12.776.157.057.170.249.600, D12.776.476.024.428.249.600, D12.776.930.806.875"
D051906,smad7 protein,"D12.644.360.024.334.200.700, D12.776.157.057.170.249.700, D12.776.476.024.428.249.700"
D051907,lysosome-associated membrane glycoproteins,"D12.776.395.550.550, D12.776.543.550.527"
D051916,membrane cofactor protein,"D12.776.124.486.274.920.124, D12.776.543.750.705.833.124"
D051917,leukosialin,"D12.644.233.800.174, D12.776.395.560.631.650.143, D12.776.395.700.174"
D051918,sialic acid binding ig-like lectin 2,"D12.776.395.550.200.810, D12.776.503.921.200, D12.776.543.550.200.810, D23.050.301.350.720"
D051920,nk cell lectin-like receptor subfamily d,D12.776.543.750.705.895.800.820
D051921,fos-related antigen-2,"D12.776.260.108.311, D12.776.930.127.311"
D051922,pii nitrogen regulatory proteins,"D12.644.360.024.318, D12.776.157.057.110, D12.776.476.024.400"
D051925,cd79 antigens,"D12.776.124.790.651.950.500, D12.776.377.715.548.950.500, D12.776.543.750.705.816.821.500"
D051926,basigin,"D12.776.395.550.045, D12.776.543.550.187, D23.050.285.040"
D051927,cd24 antigen,"D12.776.395.550.200.098, D12.776.395.550.448.120, D12.776.543.484.500.120, D12.776.543.550.200.124, D12.776.543.550.418.120, D23.050.285.018, D23.050.301.350.098"
D051928,cd47 antigen,"D12.776.395.550.014, D12.776.543.550.147"
D051929,cd146 antigen,"D12.776.395.550.200.170, D12.776.543.550.200.140, D12.776.624.301.249, D23.050.285.439.249, D23.050.301.350.150"
D051930,endolyn,"D12.776.395.550.200.175, D12.776.395.560.631.650.264, D12.776.543.550.200.145, D23.050.301.350.154"
D051936,centromere protein b,"D12.776.157.687.188, D12.776.260.125, D12.776.660.235.199, D12.776.660.720.188, D12.776.664.235.199, D23.050.422.061"
D051937,dopamine and camp-regulated phosphoprotein 32,"D12.776.631.249, D12.776.744.459"
D051938,munc18 proteins,D12.776.543.990.587
D051939,phytochrome b,"D12.776.765.675.500, D23.767.712.500"
D051940,b7-2 antigen,"D12.776.465.500, D12.776.467.150.200, D12.776.543.095.200, D23.050.301.285.200, D23.529.168.200"
D051941,fms-like tyrosine kinase 3,"D08.811.913.696.620.682.725.400.020, D12.776.543.750.630.020, D12.776.624.664.700.114"
D051942,phytochrome a,"D08.811.913.696.620.682.700.606, D12.776.765.675.249, D23.767.712.249"
D051943,antennapedia homeodomain protein,"D12.776.260.400.124, D12.776.660.049, D12.776.930.120"
D051956,goosecoid protein,"D12.776.260.400.186, D12.776.930.315"
D051957,msx1 transcription factor,"D12.776.260.400.436, D12.776.930.440"
D051958,nuclear receptor coactivator 2,"D12.644.360.024.314.200, D12.776.157.057.080.200, D12.776.476.024.394.200, D12.776.660.675.200, D12.776.930.617.200"
D051959,elav proteins,"D12.776.157.725.813.500, D12.776.631.520, D12.776.664.962.813.500"
D051960,"gtp-binding protein alpha subunit, gi2","D08.811.277.040.330.300.200.100.200.500, D12.644.360.360.100.200.500, D12.776.157.325.332.100.200.500, D12.776.476.375.100.200.500, D12.776.543.325.100.200.500"
D051964,"receptors, mating factor",D12.776.543.750.695.660.500
D051966,phospholipase c gamma,"D08.811.277.352.640.700.700.562.750, D12.644.360.571.750, D12.776.476.556.750"
D051981,uracil-dna glycosidase,D08.811.074.249.875
D051996,transcription factor rela,"D12.776.260.600.249, D12.776.660.600.249, D12.776.930.600.249"
D051997,adp-ribosyl cyclase 1,"D08.811.277.450.430.400.060.500, D12.776.543.550.045"
D052002,nf-kappa b p50 subunit,"D12.776.260.600.124, D12.776.660.600.124, D12.776.930.600.124"
D052003,nf-kappa b p52 subunit,"D12.776.157.687.497, D12.776.260.600.186, D12.776.660.600.186, D12.776.660.720.497, D12.776.930.600.186"
D052004,bone morphogenetic protein receptors,"D08.811.913.696.620.682.700.109, D12.776.543.750.750.400.049"
D052005,"bone morphogenetic protein receptors, type i","D08.811.913.696.620.682.700.109.500, D12.776.543.750.750.400.049.500"
D052006,"bone morphogenetic protein receptors, type ii","D08.811.913.696.620.682.700.109.750, D12.776.543.750.750.400.049.750"
D052016,mucositis,"C06.405.205.798, C07.465.584"
D052018,bulimia nervosa,F03.400.250
D052058,hinge exons,"G05.360.340.024.340.137.232.459, G05.360.340.024.340.335.300.249"
D052060,"research support, n.i.h., intramural",V04.750.500.750
D052061,"research support, n.i.h., extramural",V04.750.500.500
D052065,vaginismus,"C13.351.500.665.656, C13.351.500.894.870, F03.835.900"
D052066,n-ethylmaleimide-sensitive proteins,"D08.811.277.040.013.500.375, D08.811.277.040.025.024.375, D12.776.157.025.750.375"
D052067,soluble n-ethylmaleimide-sensitive factor attachment proteins,D12.776.543.990.812
D052078,conus snail,B01.050.500.644.400.275
D052096,warm ischemia,E04.936.932
D052097,quadriceps muscle,A02.633.567.850
D052116,sialomucins,D12.776.395.560.631.650
D052117,benzodioxoles,"D03.383.246.118, D03.633.100.115"
D052118,lysosomal-associated membrane protein 1,"D12.776.395.550.550.500, D12.776.395.550.625.449, D12.776.543.550.527.500, D12.776.543.550.625.449, D12.776.543.750.705.675.554"
D052119,lysosomal-associated membrane protein 2,"D12.776.395.550.550.750, D12.776.543.550.527.750"
D052120,glycogen storage disease type iib,"C10.597.606.360.455.562, C14.280.238.458, C16.320.322.201, C16.320.565.202.449.510, C18.452.648.202.449.510"
D052138,"genes, neoplasm",G05.360.340.024.340.375
D052139,intracellular calcium-sensing proteins,"D12.644.360.372, D12.776.157.125.412, D12.776.476.387"
D052140,human papillomavirus 11,"B04.280.210.655.050.606.611, B04.613.204.655.050.606.611"
D052156,selex aptamer technique,"E05.197.312.500, J01.897.836.249.249.500"
D052157,"aptamers, nucleotide",D13.695.578.424.224
D052158,"aptamers, peptide",D12.644.082
D052159,frasier syndrome,"C12.706.316.096.624, C12.777.419.780.750.500.500, C13.351.875.253.096.624, C13.351.968.419.780.750.500.500, C16.131.939.316.096.624, C16.320.306, C19.391.119.096.624"
D052160,benzothiazoles,"D03.383.129.708.089, D03.633.100.185"
D052161,human papillomavirus 18,"B04.280.210.655.050.618, B04.613.204.655.050.618"
D052162,human papillomavirus 16,"B04.280.210.655.050.616, B04.613.204.655.050.616"
D052163,human papillomavirus 6,"B04.280.210.655.050.606, B04.613.204.655.050.606"
D052176,azulenes,"D02.455.426.392.368.284.049, D02.455.426.559.847.133, D04.615.133"
D052177,"kidney diseases, cystic","C12.777.419.403, C13.351.968.419.403"
D052178,cephalopelvic disproportion,C13.703.420.235
D052179,"antigens, plant",D23.050.291
D052180,publication formats,V02
D052181,publication components,V01
D052182,study characteristics,V03
D052196,lactobacillus brevis,"B03.353.750.450.475.180, B03.510.460.400.410.475.475.180, B03.510.550.450.475.180"
D052197,lactobacillus fermentum,"B03.353.750.450.475.325, B03.510.460.400.410.475.475.325, B03.510.550.450.475.325"
D052198,lactobacillus helveticus,"B03.353.750.450.475.400, B03.510.460.400.410.475.475.400, B03.510.550.450.475.400"
D052199,lactobacillus leichmannii,"B03.353.750.450.475.506, B03.510.460.400.410.475.475.506, B03.510.550.450.475.506"
D052200,lactobacillus reuteri,"B03.353.750.450.475.680, B03.510.460.400.410.475.475.680, B03.510.550.450.475.680"
D052201,lactobacillus rhamnosus,"B03.353.750.450.475.700, B03.510.460.400.410.475.475.700, B03.510.550.450.475.700"
D052202,hydrocolpos,C13.351.500.894.500
D052203,ferrosoferric oxide,"D01.490.100.375, D01.490.200.350, D01.578.285"
D052216,glucagon-like peptide 1,D06.472.317.680.500.500
D052217,fanconi anemia complementation group a protein,"D12.776.313.500, D12.776.660.264, D12.776.744.476"
D052218,fanconi anemia complementation group c protein,D12.776.313.750
D052219,fanconi anemia complementation group f protein,"D12.776.313.875, D12.776.660.293"
D052236,fanconi anemia complementation group d2 protein,"D12.776.313.812, D12.776.660.285, D12.776.744.484"
D052239,fanconi anemia complementation group e protein,"D12.776.313.843, D12.776.660.289"
D052240,fanconi anemia complementation group l protein,"D08.811.464.938.750.186, D12.776.313.937"
D052241,fanconi anemia complementation group g protein,"D12.776.313.906, D12.776.744.488"
D052242,adiponectin,"D06.472.699.042.249, D12.644.276.024.249, D12.644.548.011.249, D12.776.467.024.249, D23.529.024.249"
D052243,resistin,"D06.472.699.042.750, D12.644.276.024.750, D12.644.548.011.750, D12.776.467.024.750, D23.529.024.750"
D052244,endocrine disruptors,"D27.505.696.353, D27.888.141"
D052245,usher syndromes,"C09.218.458.341.186.500.500, C09.218.458.341.887.886, C10.597.751.418.341.186.500.500, C10.597.751.418.341.887.886, C10.597.751.941.162.625.500, C11.768.585.658.500.813, C11.966.075.375.500, C16.131.077.299.500, C16.320.290.684.500, C23.888.592.763.393.341.887.886"
D052246,cyclooxygenase 2 inhibitors,"D27.505.519.389.310.500, D27.505.696.663.850.014.040.500.500.500, D27.505.954.158.030.500.500, D27.505.954.329.030.500.500"
D052247,nitric oxide synthase type ii,"D08.811.682.664.500.772.500, D12.776.157.687.575, D12.776.660.720.575"
D052248,nitric oxide synthase type i,D08.811.682.664.500.772.249
D052250,nitric oxide synthase type iii,D08.811.682.664.500.772.750
D052256,tendinopathy,"C05.651.869, C26.874.800"
D052276,"creatine kinase, bb form",D08.811.913.696.640.150.500
D052279,"creatine kinase, mb form",D08.811.913.696.640.150.625
D052280,orthodontic anchorage procedures,E06.658.337
D052281,"creatine kinase, mitochondrial form","D08.811.913.696.640.150.750, D12.776.575.186"
D052283,"creatine kinase, mm form",D08.811.913.696.640.150.875
D052284,clutch size,G08.686.160
D052285,ovoviviparity,G08.686.655
D052286,"viviparity, nonmammalian",G08.686.920
D052287,oviparity,G08.686.650
D052288,support of research,V04
D052336,proglucagon,"D06.472.317.680, D06.472.699.587.730, D12.644.548.586.730, D12.776.811.700"
D052416,targeted gene repair,"E02.095.301.500, E05.393.420.301.500, E05.393.420.601.575.500"
D052436,"adipose tissue, white",A10.165.114.830
D052437,"adipocytes, brown",A11.329.114.249
D052438,"adipocytes, white",A11.329.114.500
D052439,lipid metabolism disorders,C18.452.584
D052456,hypoalphalipoproteinemias,"C16.320.565.398.500.330, C18.452.584.500.875.330, C18.452.648.398.500.330"
D052476,"hypobetalipoproteinemia, familial, apolipoprotein b",C18.452.584.500.875.440.750
D052496,"lipodystrophy, familial partial","C16.320.488.813, C17.800.849.391.700, C18.452.584.625.700, C18.452.880.391.700"
D052497,"lipodystrophy, congenital generalized","C16.320.565.398.745, C17.800.849.391.550, C18.452.584.625.550, C18.452.648.398.745, C18.452.880.391.550"
D052516,sulfatidosis,"C10.228.140.163.100.435.825.850, C16.320.565.189.435.825.850, C16.320.565.398.641.803.925, C16.320.565.595.554.825.850, C18.452.132.100.435.825.850, C18.452.584.687.803.925, C18.452.648.189.435.825.850, C18.452.648.398.641.803.925, C18.452.648.595.554.825.850"
D052517,multiple sulfatase deficiency disease,"C10.228.140.163.100.435.825.850.750, C16.320.565.189.435.825.850.750, C16.320.565.398.641.803.925.750, C16.320.565.595.554.825.850.750, C18.452.132.100.435.825.850.750, C18.452.584.687.803.925.750, C18.452.648.189.435.825.850.750, C18.452.648.398.641.803.925.750, C18.452.648.595.554.825.850.750"
D052536,"niemann-pick disease, type a","C10.228.140.163.100.435.825.700.500, C15.604.250.410.625.500, C16.320.565.189.435.825.700.500, C16.320.565.398.641.803.730.500, C16.320.565.595.554.825.700.500, C18.452.132.100.435.825.700.500, C18.452.584.687.803.730.500, C18.452.648.189.435.825.700.500, C18.452.648.398.641.803.730.500, C18.452.648.595.554.825.700.500"
D052537,"niemann-pick disease, type b","C10.228.140.163.100.435.825.700.750, C15.604.250.410.625.750, C16.320.565.189.435.825.700.750, C16.320.565.398.641.803.730.750, C16.320.565.595.554.825.700.750, C18.452.132.100.435.825.700.750, C18.452.584.687.803.730.750, C18.452.648.189.435.825.700.750, C18.452.648.398.641.803.730.750, C18.452.648.595.554.825.700.750"
D052556,"niemann-pick disease, type c","C10.228.140.163.100.435.825.700.875, C15.604.250.410.625.875, C16.320.565.189.435.825.700.875, C16.320.565.398.641.803.730.875, C16.320.565.595.554.825.700.875, C18.452.132.100.435.825.700.875, C18.452.584.687.803.730.875, C18.452.648.189.435.825.700.875, C18.452.648.398.641.803.730.875, C18.452.648.595.554.825.700.875"
